Date,RUO Close,RUO_EMA_20,RUO_EMA_50,RUO_MACD,RUO_MACDh,RUO_MACDs,RUO_RSI,RUO_STOCHk,RUO_STOCHd,RUO_BBL,RUO_BBM,RUO_BBU,RUO_BBB,RUO_BBP,RLV_Close,RLV_EMA_20,RLV_EMA_50,RLV_MACD,RLV_MACDh,RLV_MACDs,RLV_BBL,RLV_BBM,RLV_BBU,RLV_BBB,RLV_BBP,RLV_RSI,RLV_STOCHk,RLV_STOCHd,RUJ_Close,RUJ_EMA_20,RUJ_EMA_50,RUJ_MACD,RIJ_MACDh,RUJ_MACDs,RUJ_RSI,RUJ_STOCHk,RUJ_STOCHd,RUJ_BBL,RUJ_BBM,RUJ_BBU,RUJ_BBB,RUJ_BBP,RLG_Close,RLG_EMA_20,RLG_EMA_50,RLG_MACD,RLG_MACDh,RLG_MACDs,RLG_RSI,RLG_STOCHk,RLG_STOCHd,RLG_BBL,RLG_BBM,RLG_BBU,RLG_BBB,RLG_BBP,VIXCLS (Volitility Index),T10Y2Y,T10YIE( not seasonal),PERMIT,AMTMNO (new manufacturing orders),WPU101 (Iron and Steele Price Index)( not seasonal),USALORSGPNOSTSAM,GEPUCURRENT (not seasonal),UNRATE,M2REAL,CORESTICKM159SFRBATL,CPIENGSL,H8B1058NCBCMG,TOTALSA,JTSJOL,MEDCPIM158SFRBCLE,TB3SMFFM,T10YIEM,EXPINF2YR
3/21/2003,199.2400055,191.3345038,193.455627,0.734414825,1.779805215,-1.04539039,65.70403428,98.89040627,99.24917527,179.295525,189.4839996,199.6724743,10.75391552,0.97877657,380.3599854,358.2989865,360.7475497,4.512746351,4.066296988,0.446449362,329.3998457,354.9733337,380.5468218,14.40868122,0.996347068,69.6117328,98.06120934,98.5252055,544.5200195,536.4223894,536.4834435,0.686958086,4.37564668,-3.688688593,64.62825573,98.90066553,99.28608195,496.8489488,520.2646667,543.6803847,9.001463853,1.017928872,380.3599854,372.5790551,360.7475497,4.512746351,4.066296988,0.446449362,69.6117328,98.06120934,98.5252055,329.3998457,354.9733337,380.5468218,14.40868122,0.996347068,28.67,2.31,1.82,1757,330437,120.7,98.38043148,167.7491684,5.9,3187.3,2.6277872,143.9,6.4,16.467,3099,1.126211809,-0.12,1.87,1.8973156
3/24/2003,194.4499969,191.6312175,193.4946219,0.858453627,1.523075213,-0.664621587,54.9671495,90.40346601,96.09514915,179.316905,189.8033325,200.28976,11.04978228,0.721556122,366.7799988,359.106702,360.9841163,4.561310816,3.291889163,1.269421653,329.9713952,356.0646667,382.1579383,14.65647901,0.705327492,56.49369503,88.75887524,94.96285123,531.5900269,543.2885917,536.2915448,1.043746263,3.785947885,-2.742201622,53.662593,89.19005705,95.70032951,496.8381759,520.926003,545.0138302,9.24808015,0.721357115,366.7799988,379.0666533,360.9841163,4.561310816,3.291889163,1.269421653,56.49369503,88.75887524,94.96285123,329.9713952,356.0646667,382.1579383,14.65647901,0.705327492,30.39,2.27,1.8,1757,330437,120.7,98.38043148,167.7491684,5.9,3187.3,2.6277872,143.9,6.4,16.467,3099,1.126211809,-0.12,1.87,1.8973156
3/25/2003,197.2700043,192.1682448,193.6426761,1.170809926,1.46834521,-0.297535284,59.19481166,87.66810454,92.32065894,179.3561963,190.4213328,201.4864693,11.6217404,0.809470718,371.9100037,360.3260641,361.4125825,4.956610307,2.949750923,2.006859384,331.313095,357.8433329,384.3735709,14.8278509,0.765106381,59.5915544,84.00057901,90.27355453,537.0700073,532.1119298,536.3220727,1.748536054,3.592590141,-1.844054087,56.99314023,84.47803027,90.85625095,496.8720941,522.1926697,547.5132453,9.697790519,0.79377961,371.9100037,367.2685707,361.4125825,4.956610307,2.949750923,2.006859384,59.5915544,84.00057901,90.27355453,331.313095,357.8433329,384.3735709,14.8278509,0.765106381,28.75,2.28,1.8,1757,330437,120.7,98.38043148,167.7491684,5.9,3187.3,2.6277872,143.9,6.4,16.467,3099,1.126211809,-0.12,1.87,1.8973156
3/26/2003,195.7799988,192.5122214,193.7264927,1.283330121,1.264692324,0.018637797,56.19305294,81.54636464,86.53931173,179.6683066,190.9486664,202.2290261,11.81507049,0.714147975,369.75,361.2235818,361.73954,5.037524314,2.424531944,2.61299237,332.6320999,359.2693339,385.9065679,14.82855977,0.696729625,57.72768685,76.30549102,83.02164842,530.7000122,536.4633411,536.1015997,1.772647692,2.893361423,-1.120713731,52.28841644,74.23871713,82.63560148,497.4285252,523.0053365,548.5821478,9.780707591,0.650422889,369.75,371.704289,361.73954,5.037524314,2.424531944,2.61299237,57.72768685,76.30549102,83.02164842,332.6320999,359.2693339,385.9065679,14.82855977,0.696729625,28.23,2.28,1.81,1757,330437,120.7,98.38043148,167.7491684,5.9,3187.3,2.6277872,143.9,6.4,16.467,3099,1.126211809,-0.12,1.87,1.8973156
3/27/2003,196.4100037,192.8834387,193.8317284,1.407118925,1.110784902,0.296334023,57.18174674,85.01417621,84.7428818,180.2618932,191.6,202.9381068,11.83518456,0.712116703,369.2000122,361.9832418,362.0321076,4.999637124,1.909315803,3.090321321,334.695915,360.7986674,386.9014198,14.46942841,0.660928332,57.23679156,78.06065049,79.45557351,532.8099976,530.9009632,535.9725173,1.939655383,2.448295291,-0.508639908,53.65317723,75.14259958,77.95311566,498.7167405,524.2553365,549.7939326,9.742808234,0.667484952,369.2000122,369.6976202,362.0321076,4.999637124,1.909315803,3.090321321,57.23679156,78.06065049,79.45557351,334.695915,360.7986674,386.9014198,14.46942841,0.660928332,27.96,2.33,1.85,1757,330437,120.7,98.38043148,167.7491684,5.9,3187.3,2.6277872,143.9,6.4,16.467,3099,1.126211809,-0.12,1.87,1.8973156
3/28/2003,195.8999939,193.1707297,193.9128368,1.447384372,0.92084028,0.526544093,56.07834598,82.59023664,83.05025916,180.9798286,192.2039998,203.4281711,11.67943563,0.664644408,366.7399902,362.4362655,362.2167304,4.716736438,1.301132094,3.415604344,336.5123749,361.9773336,387.4422923,14.06991893,0.593513929,54.98454487,74.31100269,76.22571473,531.8800049,532.7214268,535.8120266,1.97421008,1.986279991,-0.012069911,52.93446342,71.29730059,73.5595391,500.1701821,525.4120015,550.653821,9.608390898,0.628120783,366.7399902,368.9657244,362.2167304,4.716736438,1.301132094,3.415604344,54.98454487,74.31100269,76.22571473,336.5123749,361.9773336,387.4422923,14.06991893,0.593513929,27.75,2.36,1.83,1757,330437,120.7,98.38043148,167.7491684,5.9,3187.3,2.6277872,143.9,6.4,16.467,3099,1.126211809,-0.12,1.87,1.8973156
3/31/2003,193.2400055,193.1773274,193.8864513,1.250244159,0.578960053,0.671284106,50.59472945,78.09626322,81.90022535,182.690047,192.8646667,203.0392865,10.55104593,0.518444854,360.4500122,362.2470985,362.1474474,3.93957399,0.419175716,3.520398273,340.4724991,363.2966675,386.1208359,12.56503041,0.437639452,49.6092961,67.56601464,73.31255594,527.0700073,531.4219099,535.4692023,1.595081219,1.285720904,0.309360315,49.25912566,68.60781166,71.68257061,503.7322642,526.8006694,549.8690745,8.757925513,0.505837811,360.4500122,366.1409447,362.1474474,3.93957399,0.419175716,3.520398273,49.6092961,67.56601464,73.31255594,340.4724991,363.2966675,386.1208359,12.56503041,0.437639452,29.15,2.32,1.8,1757,330437,120.7,98.38043148,167.7491684,5.9,3187.3,2.6277872,143.9,6.4,16.467,3099,1.126211809,-0.12,1.87,1.8973156
4/1/2003,195.1999969,193.3699626,193.9379629,1.237894374,0.453288214,0.784606159,54.15226223,75.19669752,78.62773246,185.0540697,193.6973328,202.3405958,8.924503939,0.586926903,363.5599976,362.3721365,362.2028415,3.533880601,0.010785862,3.523094739,346.3663623,364.9666667,383.5669711,10.19287848,0.462186933,52.10253755,61.43837405,67.77179713,533.710022,527.7023897,535.4002149,1.809553152,1.200154269,0.609398883,54.00660491,68.58926491,69.49812572,508.6047635,528.710671,548.8165784,7.605637092,0.624325425,363.5599976,360.7462013,362.2028415,3.533880601,0.010785862,3.523094739,52.10253755,61.43837405,67.77179713,346.3663623,364.9666667,383.5669711,10.19287848,0.462186933,28.36,2.34,1.82,1803,321380,120.7,98.46586809,134.7970542,6,3219.9,2.4593491,136.5,4.2,16.751,3108,0.55303689,-0.13,1.78,1.9668397
4/2/2003,199.6600037,193.9690141,194.1623566,1.569895569,0.628231528,0.941664041,61.02900986,80.11569248,77.80288441,188.2357687,194.8579997,201.4802307,6.796981385,0.862566936,373.8299866,363.4633603,362.658808,3.995015895,0.377536925,3.61747897,353.2116131,367.1559998,381.1003865,7.59589205,0.739307291,59.26942764,64.07161463,64.35866777,543.5800171,534.6500215,535.7209914,2.744315067,1.707932947,1.036382119,59.99789752,76.96293398,71.38667018,515.2519454,531.402006,547.5520666,6.078283631,0.877026792,373.8299866,364.5380918,362.658808,3.995015895,0.377536925,3.61747897,59.26942764,64.07161463,64.35866777,353.2116131,367.1559998,381.1003865,7.59589205,0.739307291,28.02,2.34,1.83,1803,321380,120.7,98.46586809,134.7970542,6,3219.9,2.4593491,136.5,4.2,16.751,3108,0.55303689,-0.13,1.78,1.9668397
4/3/2003,199.2700043,194.4738703,194.3626565,1.781008856,0.671475851,1.109533004,60.17900139,87.90865069,81.07368023,189.8117542,195.6180003,201.4242463,5.936310618,0.814489254,373.1900024,364.3897072,363.071796,4.259724119,0.513796119,3.745928,356.3540734,368.473999,380.5939246,6.578442792,0.694555791,58.68018573,70.55710384,65.35569751,541.5300293,543.3847802,535.9487968,3.281872355,1.796392188,1.485480167,58.29923563,86.04385495,77.19868461,518.7381595,533.145341,547.5525225,5.404598105,0.79098989,373.1900024,373.7690357,363.071796,4.259724119,0.513796119,3.745928,58.68018573,70.55710384,65.35569751,356.3540734,368.473999,380.5939246,6.578442792,0.694555791,28.21,2.38,1.81,1803,321380,120.7,98.46586809,134.7970542,6,3219.9,2.4593491,136.5,4.2,16.751,3108,0.55303689,-0.13,1.78,1.9668397
4/4/2003,197.9600067,194.8058833,194.5037291,1.821613376,0.569664298,1.251949079,57.29247361,85.87699,84.63377772,192.42544,196.3220011,200.2185623,3.969561326,0.710186049,372.9200134,365.2021173,363.4580006,4.397035152,0.520885722,3.87614943,360.6048378,369.7800008,378.9551638,4.962498223,0.671114814,58.41633472,73.63497761,69.42123203,539.5,541.3366932,536.0880597,3.503695559,1.614572314,1.889123245,56.59059441,85.8725842,82.95979104,524.6290174,534.8700073,545.1109973,3.829337907,0.726052007,372.9200134,373.1642892,363.4580006,4.397035152,0.520885722,3.87614943,58.41633472,73.63497761,69.42123203,360.6048378,369.7800008,378.9551638,4.962498223,0.671114814,29.13,2.41,1.8,1803,321380,120.7,98.46586809,134.7970542,6,3219.9,2.4593491,136.5,4.2,16.751,3108,0.55303689,-0.13,1.78,1.9668397
4/7/2003,199.3600006,195.2396088,194.6941711,1.944347333,0.553918603,1.390428729,59.52676116,75.51536045,83.10033371,192.8512898,196.7126678,200.5740458,3.925906798,0.842796375,373.3599854,365.9790571,363.8463137,4.489603834,0.490763523,3.998840311,361.0502063,370.2266663,379.4031262,4.957211788,0.670725917,58.74190147,66.90944829,70.36717658,545.1400146,540.0371443,536.4430383,4.087476211,1.758682373,2.328793838,60.09028208,78.16595005,83.3607964,525.0646277,535.9560099,546.8473922,4.064282158,0.92161796,373.3599854,372.9619155,363.8463137,4.489603834,0.490763523,3.998840311,58.74190147,66.90944829,70.36717658,361.0502063,370.2266663,379.4031262,4.957211788,0.670725917,28.45,2.38,1.82,1803,321380,120.7,98.46586809,134.7970542,6,3219.9,2.4593491,136.5,4.2,16.751,3108,0.55303689,-0.13,1.78,1.9668397
4/8/2003,198.1300049,195.5148846,194.8289097,1.920229294,0.423840452,1.496388842,56.7192144,63.3480838,74.91347809,193.0798713,196.9093353,200.7387993,3.889570808,0.659378643,372.8099976,366.6296229,364.1978307,4.467091909,0.374601278,4.092490631,361.3019546,370.5139994,379.7260442,4.972575832,0.624619353,58.12923423,60.19599318,66.91347303,542.9799805,544.9342971,536.699389,4.325962871,1.597735226,2.728227645,58.1564946,70.92930452,78.32261292,525.5232201,536.7013428,547.8794655,4.165490872,0.780844908,372.8099976,373.3076056,364.1978307,4.467091909,0.374601278,4.092490631,58.12923423,60.19599318,66.91347303,361.3019546,370.5139994,379.7260442,4.972575832,0.624619353,27.13,2.36,1.77,1803,321380,120.7,98.46586809,134.7970542,6,3219.9,2.4593491,136.5,4.2,16.751,3108,0.55303689,-0.13,1.78,1.9668397
4/9/2003,196.5399933,195.612514,194.896011,1.752611908,0.204978452,1.547633455,53.22453008,53.5935766,64.15234029,193.2470082,196.9900014,200.7329947,3.800186006,0.439886595,366.9100037,366.6563258,364.3041905,3.927892546,-0.131678468,4.059571014,360.8584279,370.2353333,379.6122386,5.065375712,0.322685125,51.87829152,49.18819135,58.76454427,540.4099731,542.7352179,536.8449021,4.258497842,1.224216158,3.034281684,55.85339612,65.87114055,71.65546504,526.0822727,537.204008,548.3257432,4.140600259,0.644130619,366.9100037,372.2480934,364.3041905,3.927892546,-0.131678468,4.059571014,51.87829152,49.18819135,58.76454427,360.8584279,370.2353333,379.6122386,5.065375712,0.322685125,27.11,2.38,1.8,1803,321380,120.7,98.46586809,134.7970542,6,3219.9,2.4593491,136.5,4.2,16.751,3108,0.55303689,-0.13,1.78,1.9668397
4/10/2003,196.7100067,195.7170371,194.9671481,1.614877284,0.053795063,1.561082221,53.55405869,45.75567985,54.23244675,193.2731735,197.0080017,200.7428299,3.79154977,0.46010593,368.769989,366.8576271,364.4793198,3.609055494,-0.360412416,3.96946791,360.6700972,370.0359985,379.4018999,5.062156867,0.432413898,53.57326047,43.36627792,50.91682082,541.1099854,540.476641,537.0121603,4.212952165,0.942936385,3.27001578,56.36033042,61.41856799,66.07300435,526.3259479,537.5733398,548.8207318,4.184505104,0.657220693,368.769989,367.0871451,364.4793198,3.609055494,-0.360412416,3.96946791,53.57326047,43.36627792,50.91682082,360.6700972,370.0359985,379.4018999,5.062156867,0.432413898,25.6,2.35,1.79,1803,321380,120.7,98.46586809,134.7970542,6,3219.9,2.4593491,136.5,4.2,16.751,3108,0.55303689,-0.13,1.78,1.9668397
4/11/2003,196.0800018,195.7516052,195.0107894,1.438305582,-0.098221311,1.536526893,52.08961889,39.69237824,46.34721156,193.2374784,196.7973348,200.3571912,3.617789258,0.399246924,367.5499878,366.9235662,364.5997382,3.220803513,-0.598931517,3.81973503,361.5643662,369.1819987,376.7996311,4.126762668,0.392879388,52.27269849,36.69452499,43.08299809,538.8200073,540.8918922,537.0830562,3.94658107,0.541252231,3.405328838,54.16896259,56.82242713,61.37071189,526.5410009,537.193339,547.8456772,3.965923395,0.576352641,367.5499878,368.6537984,364.5997382,3.220803513,-0.598931517,3.81973503,52.27269849,36.69452499,43.08299809,361.5643662,369.1819987,376.7996311,4.126762668,0.392879388,24.44,2.35,1.77,1803,321380,120.7,98.46586809,134.7970542,6,3219.9,2.4593491,136.5,4.2,16.751,3108,0.55303689,-0.13,1.78,1.9668397
4/14/2003,199.3699951,196.0962137,195.1817387,1.54602459,0.007598157,1.538426433,58.47548085,48.06268512,44.50358107,193.5844499,197.1253347,200.6662195,3.59252126,0.816963214,374.6000061,367.6546557,364.9919055,3.442307798,-0.301941786,3.744249584,361.7515682,369.7033325,377.6550968,4.301700082,0.807898563,58.53682091,46.44846055,42.16975449,548.1099854,539.7047671,537.5154848,4.433991352,0.822930011,3.611061341,60.82373011,65.32977548,61.19025687,526.8043458,538.2946696,549.7849934,4.269157568,0.927112234,374.6000061,368.2214181,364.9919055,3.442307798,-0.301941786,3.744249584,58.53682091,46.44846055,42.16975449,361.7515682,369.7033325,377.6550968,4.301700082,0.807898563,23.41,2.3,1.82,1803,321380,120.7,98.46586809,134.7970542,6,3219.9,2.4593491,136.5,4.2,16.751,3108,0.55303689,-0.13,1.78,1.9668397
4/15/2003,200.3800049,196.5041938,195.3855922,1.69337189,0.123956366,1.569415524,60.22807654,58.91745228,48.89083855,193.4358613,197.3326681,201.2294748,3.949479618,0.891004356,376.269989,368.4751636,365.4341833,3.709840472,-0.02752729,3.737367761,361.444552,369.9939982,378.5434444,4.621397234,0.86704078,59.88008027,55.96139859,46.36812804,551.1099854,548.3956996,538.0486025,5.004651929,1.11487247,3.889779459,62.70691418,76.37826232,66.17682164,526.1188983,539.2306681,552.3424379,4.863139493,0.953002051,376.269989,374.7590521,365.4341833,3.709840472,-0.02752729,3.737367761,59.88008027,55.96139859,46.36812804,361.444552,369.9939982,378.5434444,4.621397234,0.86704078,22.56,2.29,1.8,1803,321380,120.7,98.46586809,134.7970542,6,3219.9,2.4593491,136.5,4.2,16.751,3108,0.55303689,-0.13,1.78,1.9668397
4/16/2003,199.5099945,196.7904606,195.5473335,1.720114708,0.120559347,1.599555361,57.95883705,69.06235431,58.68083057,193.6368335,197.5813344,201.5258354,3.99278706,0.744474534,372.1000061,368.8203867,365.6955881,3.544520249,-0.15427801,3.698798259,361.5389457,370.1506653,378.7623849,4.653088813,0.613179534,55.0815284,61.73260422,54.71415446,548.0599976,550.8195103,538.4412062,5.151413731,1.009307418,4.142106313,59.57167258,86.20646484,75.97150088,527.4286991,540.3880005,553.3473019,4.796295022,0.796003498,372.1000061,375.8728478,365.6955881,3.544520249,-0.15427801,3.698798259,55.0815284,61.73260422,54.71415446,361.5389457,370.1506653,378.7623849,4.653088813,0.613179534,22.52,2.29,1.76,1803,321380,120.7,98.46586809,134.7970542,6,3219.9,2.4593491,136.5,4.2,16.751,3108,0.55303689,-0.13,1.78,1.9668397
